t,speed_kmh,speed_ms,yaw_rate,sideslip,heading,vx,vy,pos_x,pos_y,accel_long,rpm,gear,shift_cut,grip_FL,grip_FR,grip_RL,grip_RR,load_FL,load_FR,load_RL,load_RR,surface_type,surface_mu
0.016666666666666666,0.3309390611148057,0.09192751697633492,0.0,0.0,0.0,0.0,0.09192751697633492,0.0,0.0009594728358176428,5.497462743450995,1000.0,1,0,0.0,0.0,0.9354737664110092,0.9354737664110092,3985.745618197259,3985.745618197259,3371.7543818027407,3371.7543818027407,asphalt,1.1575
0.03333333333333333,0.6607864896964614,0.1835518026934615,0.0,0.0,0.0,0.0,0.1835518026934615,0.0,0.0034460179991887704,5.497452790064816,1000.0,1,0,0.0,0.0,0.9354739326439244,0.9354739326439244,3985.7462173551194,3985.7462173551194,3371.75378264488,3371.75378264488,asphalt,1.1575
0.05,0.9906330232632824,0.2751758397953562,0.0,0.0,0.0,0.0,0.2751758397953562,0.0,0.007459632173780988,5.497434895043791,1000.0,1,0,0.0,0.0,0.9354742645609327,0.9354742645609327,3985.7474136920696,3985.7474136920696,3371.75258630793,3371.75258630793,asphalt,1.1575
0.06666666666666667,1.3204781853206793,0.3667994959224109,0.0,0.0,0.0,0.0,0.3667994959224109,0.0,0.013000309837258904,5.497409058487017,1000.0,1,0,0.0,0.0,0.9354747621605582,0.9354747621605582,3985.749207201518,3985.749207201518,3371.7507927984816,3371.7507927984816,asphalt,1.1575
0.08333333333333333,1.6503214993817303,0.4584226387171473,0.0,0.0,0.0,0.0,0.4584226387171473,0.0,0.02006804326131485,5.4973752805395115,1000.0,1,0,0.0,0.0,0.9354754254405447,0.9354754254405447,3985.7515978734255,3985.7515978734255,3371.748402126574,3371.748402126574,asphalt,1.1575
0.09999999999999999,1.980162488969933,0.5500451358249814,0.0,0.0,0.0,0.0,0.5500451358249814,0.0,0.028662822511712333,5.4973335613921215,1000.0,1,0,0.0,0.0,0.9354762543978535,0.9354762543978535,3985.754585694301,3985.754585694301,3371.7454143056984,3371.7454143056984,asphalt,1.1575
0.11666666666666665,2.310000677621959,0.6416668548949886,0.0,0.0,0.0,0.0,0.6416668548949886,0.0,0.03878463544834226,5.497283901281644,1000.0,1,0,0.0,0.0,0.9354772490286661,0.9354772490286661,3985.758170647206,3985.758170647206,3371.7418293527935,3371.7418293527935,asphalt,1.1575
0.13333333333333333,2.639835588890407,0.7332876635806685,0.0,0.0,0.0,0.0,0.7332876635806685,0.0,0.05043346772529187,5.497226300490707,1000.0,1,0,0.0,0.0,0.9354784093283806,0.9354784093283806,3985.7623527117444,3985.7623527117444,3371.737647288255,3371.737647288255,asphalt,1.1575
0.15,2.9696667463465527,0.8249074295407091,0.0,0.0,0.0,0.0,0.8249074295407091,0.0,0.06360930279092646,5.497160759347821,1000.0,1,0,0.0,0.0,0.9354797352916165,0.9354797352916165,3985.767131864079,3985.767131864079,3371.7328681359204,3371.7328681359204,asphalt,1.1575
0.16666666666666666,3.299493673583105,0.9165260204397513,0.0,0.0,0.0,0.0,0.9165260204397513,0.0,0.07831212188798381,5.497087278227379,1000.0,1,0,0.0,0.0,0.9354812269122104,0.9354812269122104,3985.772508076919,3985.772508076919,3371.7274919230804,3371.7274919230804,asphalt,1.1575
0.18333333333333332,3.6293158942169566,1.0081433039491545,0.0,0.0,0.0,0.0,1.0081433039491545,0.0,0.09454190405368135,5.497005857549686,1000.0,1,0,0.0,0.0,0.9354828841832183,0.9354828841832183,3985.7784813195226,3985.7784813195226,3371.721518680477,3371.721518680477,asphalt,1.1575
0.19999999999999998,3.959132931891936,1.09975914774776,0.0,0.0,0.0,0.0,1.09975914774776,0.0,0.11229862611983611,5.496916497780848,1000.0,1,0,0.0,0.0,0.9354847070969153,0.9354847070969153,3985.785051557702,3985.785051557702,3371.7149484422976,3371.7149484422976,asphalt,1.1575
0.21666666666666665,4.28894431028156,1.1913734195226555,0.0,0.0,0.0,0.0,1.1913734195226555,0.0,0.13158226271299744,5.496819199432856,1000.0,1,0,0.0,0.0,0.9354866956447948,0.9354866956447948,3985.792218753817,3985.792218753817,3371.707781246182,3371.707781246182,asphalt,1.1575
0.2333333333333333,4.618749553091782,1.2829859869699396,0.0,0.0,0.0,0.0,1.2829859869699396,0.0,0.15239278625459227,5.496713963063584,1000.0,1,0,0.0,0.0,0.9354888498175712,0.9354888498175712,3985.799982866788,3985.799982866788,3371.7000171332115,3371.7000171332115,asphalt,1.1575
0.24999999999999997,4.94854818406375,1.374596717795486,0.0,0.0,0.0,0.0,1.374596717795486,0.0,0.17473016696108334,5.4966007892766555,1000.0,1,0,0.0,0.0,0.9354911696051753,0.9354911696051753,3985.808343852074,3985.808343852074,3371.6916561479256,3371.6916561479256,asphalt,1.1575
0.26666666666666666,5.278339726976547,1.4662054797157076,0.0,0.0,0.0,0.0,1.4662054797157076,0.0,0.19859437284414014,5.496479678721684,1000.0,1,0,0.0,0.0,0.93549365499676,0.93549365499676,3985.8173016617006,3985.8173016617006,3371.682698338299,3371.682698338299,asphalt,1.1575
0.2833333333333333,5.608123705649951,1.5578121404583196,0.0,0.0,0.0,0.0,1.5578121404583196,0.0,0.2239853697108224,5.496350632093954,1000.0,1,0,0.0,0.0,0.9354963059806958,0.9354963059806958,3985.826856244239,3985.826856244239,3371.6731437557605,3371.6731437557605,asphalt,1.1575
0.3,5.937899643947176,1.6494165677631045,0.0,0.0,0.0,0.0,1.6494165677631045,0.0,0.2509031211637765,5.496213650134685,1000.0,1,0,0.0,0.0,0.9354991225445733,0.9354991225445733,3985.8370075448174,3985.8370075448174,3371.662992455182,3371.662992455182,asphalt,1.1575
0.31666666666666665,6.267667065777628,1.7410186293826744,0.0,0.0,0.0,0.0,1.7410186293826744,0.0,0.2793475886014445,5.496068733630821,1000.0,1,0,0.0,0.0,0.9355021046752033,0.9355021046752033,3985.8477555051195,3985.8477555051195,3371.65224449488,3371.65224449488,asphalt,1.1575
0.3333333333333333,6.597425495099648,1.8326181930832355,0.0,0.0,0.0,0.0,1.8326181930832355,0.0,0.30931873121828585,5.495915883415243,1000.0,1,0,0.0,0.0,0.9355052523586149,0.9355052523586149,3985.859100063381,3985.859100063381,3371.6408999366186,3371.6408999366186,asphalt,1.1575
0.35,6.9271744559232635,1.9242151266453509,0.0,0.0,0.0,0.0,1.9242151266453509,0.0,0.3408165060050121,5.495755100366502,1000.0,1,0,0.0,0.0,0.9355085655800576,0.9355085655800576,3985.871041154396,3985.871041154396,3371.6289588456034,3371.6289588456034,asphalt,1.1575
0.36666666666666664,7.2569134723129345,2.015809297864704,0.0,0.0,0.0,0.0,2.015809297864704,0.0,0.3738408677488341,5.495586385408977,1000.0,1,0,0.0,0.0,0.9355120443240016,0.9355120443240016,3985.883578709517,3985.883578709517,3371.6164212904823,3371.6164212904823,asphalt,1.1575
0.3833333333333333,7.586642068390302,2.1074005745528614,0.0,0.0,0.0,0.0,2.1074005745528614,0.0,0.4083917690337217,5.495409739512773,1000.0,1,0,0.0,0.0,0.9355156885741369,0.9355156885741369,3985.896712656654,3985.896712656654,3371.6032873433455,3371.6032873433455,asphalt,1.1575
0.39999999999999997,7.916359768336925,2.1989888245380347,0.0,0.0,0.0,0.0,2.1989888245380347,0.0,0.44446916024067673,5.495225163693931,1000.0,1,0,0.0,0.0,0.9355194983133756,0.9355194983133756,3985.910442920282,3985.910442920282,3371.5895570797175,3371.5895570797175,asphalt,1.1575
0.41666666666666663,8.246066096397039,2.2905739156658442,0.0,0.0,0.0,0.0,2.2905739156658442,0.0,0.4820729895480182,5.495032659013894,1000.0,1,0,0.0,0.0,0.9355234735238429,0.9355234735238429,3985.9247694214105,3985.9247694214105,3371.575230578589,3371.575230578589,asphalt,1.1575
0.4333333333333333,8.57576057688029,2.3821557158000806,0.0,0.0,0.0,0.0,2.3821557158000806,0.0,0.5212032029316802,5.494832226580151,1000.0,1,0,0.0,0.0,0.9355276141868963,0.9355276141868963,3985.9396920776503,3985.9396920776503,3371.5603079223492,3371.5603079223492,asphalt,1.1575
0.44999999999999996,8.905442734164486,2.4737340928234683,0.0,0.0,0.0,0.0,2.4737340928234683,0.0,0.5618597441655232,5.494623867545911,1000.0,1,0,0.0,0.0,0.9355319202831035,0.9355319202831035,3985.9552108031353,3985.9552108031353,3371.5447891968643,3371.5447891968643,asphalt,1.1575
0.4666666666666666,9.23511209269833,2.565308914638425,0.0,0.0,0.0,0.0,2.565308914638425,0.0,0.6040425548216573,5.4944075831097905,1000.0,1,0,0.0,0.0,0.93553639179226,0.93553639179226,3985.9713255085912,3985.9713255085912,3371.5286744914083,3371.5286744914083,asphalt,1.1575
0.4833333333333333,9.56476817700417,2.656880049167825,0.0,0.0,0.0,0.0,2.656880049167825,0.0,0.6477515742707777,5.494183374516446,1000.0,1,0,0.0,0.0,0.9355410286933771,0.9355410286933771,3985.988036101283,3985.988036101283,3371.5119638987167,3371.5119638987167,asphalt,1.1575
0.49999999999999994,9.894410511680737,2.7484473643557603,0.0,0.0,0.0,0.0,2.7484473643557603,0.0,0.692986739682515,5.493951243055939,1000.0,1,0,0.0,0.0,0.9355458309646921,0.9355458309646921,3986.0053424850607,3986.0053424850607,3371.494657514939,3371.494657514939,asphalt,1.1575
